time,open,high,low,close,CVD (Ouverture),CVD (Haut,CVD (Bas),CVD (Fermer)
2025-08-12T14:00:00+01:00,119264.66,119712.6,118631.69,118847.35,NaN,NaN,NaN,NaN
2025-08-12T15:00:00+01:00,118847.35,119437.12,118764.36,119437.12,NaN,NaN,NaN,NaN
2025-08-12T16:00:00+01:00,119437.12,119960,119320,119933,NaN,NaN,NaN,NaN
2025-08-12T17:00:00+01:00,119933,120192.1,119525,119647.7,NaN,NaN,NaN,NaN
2025-08-12T18:00:00+01:00,119647.69,119857.04,119172.62,119269.99,NaN,NaN,NaN,NaN
2025-08-12T19:00:00+01:00,119270,120073.01,119267,119344.9,NaN,NaN,NaN,NaN
2025-08-12T20:00:00+01:00,119345.07,119958.05,119309.08,119665.27,NaN,NaN,NaN,NaN
2025-08-12T21:00:00+01:00,119665.27,120324.43,119485.84,120192.1,NaN,NaN,NaN,NaN
2025-08-12T22:00:00+01:00,120192.09,120202.21,119792.5,119903.36,NaN,NaN,NaN,NaN
2025-08-12T23:00:00+01:00,119903.36,120100,119650,120099.99,NaN,NaN,NaN,NaN
2025-08-13T00:00:00+01:00,120100,120299.99,119925.47,120134.08,NaN,NaN,NaN,NaN
2025-08-13T01:00:00+01:00,120134.09,120192.1,119636,119713.19,0,NaN,NaN,NaN
2025-08-13T02:00:00+01:00,119713.19,119716.24,119337.67,119478.47,NaN,NaN,NaN,NaN
2025-08-13T03:00:00+01:00,119478.47,119729.99,119094.28,119549.37,NaN,NaN,NaN,NaN
2025-08-13T04:00:00+01:00,119549.37,119630.57,119306.89,119482.01,NaN,NaN,NaN,NaN
2025-08-13T05:00:00+01:00,119482.01,119820.18,119328.12,119335.01,NaN,NaN,NaN,NaN
2025-08-13T06:00:00+01:00,119335.01,119673.28,118920.92,119070.69,NaN,NaN,NaN,NaN
2025-08-13T07:00:00+01:00,119070.68,119416.22,118955.99,119410.01,NaN,NaN,NaN,NaN
2025-08-13T08:00:00+01:00,119410.01,119638.55,119290.01,119580.4,NaN,NaN,NaN,NaN
2025-08-13T09:00:00+01:00,119580.4,120044.5,119446.22,120044.49,NaN,NaN,NaN,NaN
2025-08-13T10:00:00+01:00,120044.5,120169.76,119771.88,120116.02,NaN,NaN,NaN,NaN
2025-08-13T11:00:00+01:00,120116.02,120496,120047.58,120496,NaN,NaN,NaN,NaN
2025-08-13T12:00:00+01:00,120496,120732.94,120432.21,120570.41,NaN,NaN,NaN,NaN
2025-08-13T13:00:00+01:00,120570.41,120686,120209.51,120273.72,NaN,NaN,NaN,NaN
2025-08-13T14:00:00+01:00,120273.72,122051.99,120106.02,121767.97,NaN,NaN,NaN,NaN
2025-08-13T15:00:00+01:00,121767.97,122200,120759.37,120890.73,NaN,NaN,NaN,NaN
2025-08-13T16:00:00+01:00,120890.74,121343.06,120309.73,120920.62,NaN,NaN,NaN,NaN
2025-08-13T17:00:00+01:00,120920.61,121721.3,120920.61,121421.77,NaN,NaN,NaN,NaN
2025-08-13T18:00:00+01:00,121421.77,121887.53,121421.76,121823.24,NaN,NaN,NaN,NaN
2025-08-13T19:00:00+01:00,121823.25,121954.51,121429.36,121639.2,NaN,NaN,NaN,NaN
2025-08-13T20:00:00+01:00,121639.19,122839.47,121524.27,122744.21,NaN,NaN,NaN,NaN
